fft_std_30-60Hz_T6,fft_ptp_8-12Hz_T3,fft_energy_18-24Hz_T6,fft_boundedvariation_60-90Hz_FP1,fft_entropy_30-60Hz_F7,fft_median_18-24Hz_P4,fft_mean_8-12Hz_FP2,fft_min_30-60Hz_F8,fft_median_24-30Hz_T6,fft_ptp_1-4Hz_T5,time_min_F3,time_energy_O2,time_max_P4,fft_std_60-90Hz_T4,time_fractaldim_FZ,fft_entropy_12-18Hz_FP2,fft_boundedvariation_18-24Hz_PZ,time_complexity_F3,time_min_O2,fft_ptp_4-8Hz_F7,fft_var_1-4Hz_FP1,time_var_F7,fft_ptp_18-24Hz_P3,time_fractaldim_P4,fft_power_12-18Hz_PZ,fft_min_4-8Hz_P3,fft_boundedvariation_18-24Hz_T6,fft_entropy_60-90Hz_O2,fft_var_12-18Hz_P4,fft_ptp_30-60Hz_F3,time_zerocrossingdev_T3,fft_boundedvariation_8-12Hz_FP2,fft_max_1-4Hz_PZ,fft_var_8-12Hz_PZ,fft_mean_8-12Hz_O1,fft_mean_24-30Hz_FZ,fft_std_12-18Hz_T3,fft_min_8-12Hz_T4,time_nonlinenergy_PZ,time_nonlinenergy_O2,fft_max_12-18Hz_P3,time_max_F7,time_fractaldim_PZ,fft_std_4-8Hz_FZ,fft_std_18-24Hz_P3,label
110.03835122350121,2337.6126638324845,534923.4743075819,8.637547194242599,-72621065.21858324,791.1598563903423,3083.4569366607616,67.18493336873432,316.5794172432513,9739.807455500473,-346.39027101499465,32279.487009470962,340.4013639348641,52.53049178110258,1.2993783712572575,-3097115991.5324073,2.703402836104696,4.470804699070115,-275.99508541553945,10674.354064417808,48836866.21288693,19796.518637753263,1602.5006706308834,1.2600637812635043,44624216.98783975,1086.222524632966,3.3303736416486562,-45069733.97195029,484219.419438901,740.1315192399668,38.833333333333336,2.516676392176412,21439.768983691112,1701111.7778045929,2159.414481298328,586.3254840157483,561.0574199125505,541.3691486764611,539.1999372932033,419.06916614659815,3047.5610605346556,302.23557685388937,1.24826510763376,5598.659454788256,427.78598226713484,absz
129.4549932514092,2986.8520229300866,661738.9552558546,8.119806741475946,-120983891.97246233,819.7795042595504,4729.075336755457,20.51457400263997,287.5487999214733,8717.347184384282,-310.51038429001665,17609.233156419352,259.0741635414548,41.78891008863254,1.3340320733366111,-7015469829.423581,3.18691666217336,2.9740732384044226,-235.3095672073675,10321.485686927834,28966277.22965442,15299.445518697368,1568.2294812234911,1.3846961306274537,45737425.79156708,1137.3254537370194,4.063691378294788,-11407633.91101973,346950.7413385909,1170.8680544129186,22.272727272727273,3.173859787276524,13994.735154603748,1634718.7782519597,2021.373802855892,794.4314802287324,748.6610184556212,591.4083186723128,705.3174284947096,546.9956747742543,3077.2968435015423,254.45723112769653,1.3628564873884823,5346.742763018526,464.40045774618727,absz
129.46500811523384,2661.424113442495,997484.6275836714,9.546365485809837,-99813888.8625664,845.5364613866942,3514.132552022393,72.38050834268971,294.3731161539377,11856.39502605235,-343.2763588298141,22132.092631427982,301.15812486701924,42.69185183902773,1.3461450878885748,-4116341669.906439,3.3729440970217115,4.100491438540689,-267.38819605684233,10172.791028119082,24223041.19016977,14777.87645433743,1389.1587822842341,1.309867368505381,37425061.715863295,1266.4657448777298,3.3336087093419398,-13177956.542345176,423959.5736356775,900.8279364251551,18.3,2.676043896459672,16789.490741593036,1975312.3583894344,1930.5548339815932,579.3418705779903,615.7214681102248,525.5904132073963,586.9379371720357,541.4593398833491,2625.0857461271235,235.25005839891784,1.3137864085896624,3599.2834865959203,414.1064013796302,absz
158.1016917932667,2255.8450876725587,1539569.6543939172,8.531316640140929,-120330734.15061384,1123.1326111110272,5661.177234113891,28.753058540285522,361.52983573627074,8740.63536475739,-403.95672536779597,43691.92687086966,321.2156194122806,46.72633391242254,1.3686441394081612,-11944725985.454607,3.607522236748393,1.7815487513833201,-235.61504027752014,5925.3056045713465,4470023.989422205,10546.083026785163,2155.167879300651,1.3799977955968854,125738959.76630063,1822.848999322133,4.600703717492454,-42343965.64209373,1386450.914549181,1262.0521635300356,26.04545454545455,3.759651507722604,20556.64394451833,5752224.61013088,4175.627047108708,998.3496130348602,869.9449934379004,418.92361960270426,1606.2431303582516,1989.2451006435165,4962.19355076115,289.0044192629595,1.3558414020201053,5331.876739430109,635.495291869159,absz
151.23745907561425,3039.426056560336,1379146.3002237545,9.269652570234284,-124935898.7017518,1391.1904796096246,5206.514706008351,61.14301301557217,349.5043143939184,8885.465547253956,-366.3370065775994,33020.16633890198,353.5892603331917,64.42090990796326,1.3512966212740936,-10174346135.27047,3.5773230330343964,1.992420966180157,-218.7838184955693,6050.436784884666,4085716.227871672,9753.516863678618,1993.2188651774168,1.382263529026858,128416064.86273491,1471.2309726788806,4.210453180522574,-27562310.117922626,2160349.044727076,1229.1862883842834,51.269230769230774,3.463216306968477,18992.106766436067,5107679.41193087,3759.5638722478943,956.0823882029248,987.3845017291108,457.9646970911697,1620.3636760714148,1804.0782693162205,4539.82540913219,280.709464510844,1.3693678576279873,4657.375613949274,588.4744300941187,absz
136.83029388281332,2904.988918463088,1225683.3791472982,8.047666743412519,-134904347.3376474,983.598344335272,5905.683192932063,55.127463186147935,342.3366526301548,6217.018941044426,-328.5751313820478,23507.080832511856,309.14865791319403,56.269478752012034,1.3426364093142495,-12353315738.39092,2.870093893245907,2.19184444917632,-193.63375224563202,9246.032373207934,13699218.31240474,13929.55394452975,1545.1524918586565,1.383391422653954,81176905.13941903,1420.3330460103125,3.268364963961166,-21746421.889864,870531.4571875662,1023.8228750585944,22.5625,3.5501082409656286,15141.044452116928,2369823.765834561,2434.3886097797777,944.3794136141124,811.2935249928466,368.79089101125953,1031.6287492009474,1057.0371902071433,3520.3235332878203,282.1233903114554,1.3759854150460564,5707.859577633855,440.90264590164963,absz
159.4447481674901,3468.981975828876,1148778.5154805323,9.606865762886189,-160526837.5490762,1017.1709808072392,5442.634077726392,27.72391256770343,372.9322121622728,11160.321027556622,-416.3017451877949,26966.196894677392,281.3435952223029,118.9942184208637,1.3400444304922818,-11111629803.901628,3.1984545854392654,2.242424912520097,-188.74478352040816,7307.050025936016,11025781.610824773,16946.80365710093,2027.5130036852186,1.4087356489399112,79105788.1000707,1353.3107608875446,3.781038407460127,-33685622.95027358,1136383.281026537,1370.792241813643,59.0,3.5645848648325567,12975.446698545069,3623270.9300055294,3300.2464377016563,963.7199290964447,1293.0240497776676,612.0554054041287,973.9429339739107,1115.3782229810954,3202.326574158546,353.4726747117127,1.3930142409498902,4691.966002298615,603.0810908587282,absz
195.25539534915103,3041.655659595769,2170812.7415336263,8.718156256284598,-298667598.98523986,1500.818885797011,5049.116047498126,79.64294578746332,479.0551695697531,13628.925633614343,-469.22804765510216,41163.39539094509,393.8991518830075,155.91098306771642,1.3605297409532862,-9581865112.466965,3.829319429356079,2.085554426178672,-323.1223153397438,5959.912526220751,9574368.509548765,14356.562490337048,2879.1362254923315,1.3798750031381868,164328398.22115502,1025.6061632151154,3.9165123742785135,-122774990.81790826,3231433.1518589538,1868.7722526656949,56.38095238095239,3.7181971038242927,25062.321824610277,5955322.1015699925,3952.822803635314,1317.1818717133492,1182.8402638578448,373.21223768286086,2731.8968756500108,2808.3050666656536,5229.00231547155,297.363730204355,1.3677809624671975,5245.871007763273,858.3010968361223,absz
136.5604504511816,2897.0404435828527,1448568.9460011518,10.090774077797702,-109468504.2924562,1093.563563932108,4220.286217234601,166.95975609069004,307.0242897352618,12469.315116626323,-319.4963693710508,29111.26646720305,305.3069888894837,73.65949431994305,1.3857813370155196,-8296032882.853181,3.611433683677246,3.6011256744375557,-229.8105490265565,7025.79865257403,9736206.93673064,11809.583572544221,1878.493119984264,1.4215371634804432,116951625.68357068,1115.4312470096877,3.9443330188215016,-45624216.1085134,1814624.4303468128,1300.409479419767,49.475,3.2818696622042216,18732.614368110408,4611721.657252913,3243.6223945481565,744.1821342997308,957.0091188358984,390.3240203791154,1453.7630608784675,1599.3912175210282,3641.5252956286513,279.2672916429315,1.4059039053359863,4643.202094721662,560.4383213291446,absz
179.72035820979912,2678.7472875598605,1145587.4522168802,9.428325132598314,-184195328.93135664,1257.6232441449274,5457.741258813719,42.09254176820709,381.8880847307911,11607.410016106036,-421.3959572005918,34514.16588023084,333.37373016223296,106.1685049617143,1.3541489654566912,-11908033598.656002,3.4695220785536867,2.1844614217219656,-234.99966619970652,6888.208298372235,6392579.081031015,13035.063345239143,2174.887984790889,1.414264400987019,145767985.17889836,1523.3529747260764,4.284351440597853,-30560294.597576525,2119043.90215744,1558.910705907697,46.115384615384606,3.6140610236764514,20043.17841542673,6573097.336905846,3761.7538473767827,1109.3865912294077,1120.4842611484053,434.6676458459549,1847.873809749924,1988.7676171485496,5056.8531397902725,289.92881407789247,1.3919382402040363,5040.5687651113285,627.4299397461682,absz
47.178650744211254,330.6060047341948,36464.20032211793,11.124792740606596,-15603509.882665662,161.6384480504729,394.8970837530077,9.479182816944984,102.41451336283487,1150.353391520601,-31.942517486467175,565.2321816068045,37.75080401332314,26.345122403152303,1.7832924459176058,-36823376.66868063,3.6432211027371535,4.0664546167968885,-51.698728464820135,1215.5716019928175,8509384.2304972,1612.3315809030248,207.39458732818431,1.7025768794504803,535235.764328586,137.39298459920948,3.7173071670983364,-6653908.920616116,16543.312228004932,189.5126439303,66.89558232931725,2.456169743097014,1786.292188673427,31587.397801771363,256.89267183138594,79.90000792530986,59.429437259974605,57.567565096222346,19.3707210955918,56.906535675104934,341.6498841653031,43.100571672366975,1.7295358201775488,315.77278121957136,60.647864720392406,fnsz
37.17310152568432,461.90021222048745,39571.50574522432,11.171285391740136,-14975814.967136135,161.12317330898532,545.7695813054919,13.96782616041132,81.5418830624045,1144.4100510993335,-52.3382722377328,292.37026555740914,44.110983032820606,45.566248059698495,1.649144426610584,-46606064.75690785,3.3032956433632457,4.74556923401757,-33.24068486061097,1201.8861600687242,2616377.307972191,508.5476350946109,354.59015207778725,1.7091032130887738,987848.7060158558,264.2616342955467,3.446370327045536,-19922548.202444866,17790.322264911138,236.81169000332932,69.93548387096774,2.655297218359279,2919.1214244104212,86763.78716475732,198.44462965341407,133.29588502579432,104.30239447690737,101.87773359555928,70.00816575196076,80.5246818467822,531.2756001361472,47.68286706144814,1.6422145512995376,465.1621459495386,103.05152453262562,fnsz
