fft_std_30-60Hz_T6,fft_ptp_8-12Hz_T3,fft_energy_18-24Hz_T6,fft_boundedvariation_60-90Hz_FP1,fft_entropy_30-60Hz_F7,fft_median_18-24Hz_P4,fft_mean_8-12Hz_FP2,fft_min_30-60Hz_F8,fft_median_24-30Hz_T6,fft_ptp_1-4Hz_T5,time_min_F3,time_energy_O2,time_max_P4,fft_std_60-90Hz_T4,time_fractaldim_FZ,fft_entropy_12-18Hz_FP2,fft_boundedvariation_18-24Hz_PZ,time_complexity_F3,time_min_O2,fft_ptp_4-8Hz_F7,fft_var_1-4Hz_FP1,time_var_F7,fft_ptp_18-24Hz_P3,time_fractaldim_P4,fft_power_12-18Hz_PZ,fft_min_4-8Hz_P3,fft_boundedvariation_18-24Hz_T6,fft_entropy_60-90Hz_O2,fft_var_12-18Hz_P4,fft_ptp_30-60Hz_F3,time_zerocrossingdev_T3,fft_boundedvariation_8-12Hz_FP2,fft_max_1-4Hz_PZ,fft_var_8-12Hz_PZ,fft_mean_8-12Hz_O1,fft_mean_24-30Hz_FZ,fft_std_12-18Hz_T3,fft_min_8-12Hz_T4,time_nonlinenergy_PZ,time_nonlinenergy_O2,fft_max_12-18Hz_P3,time_max_F7,time_fractaldim_PZ,fft_std_4-8Hz_FZ,fft_std_18-24Hz_P3,label
39.52759037385454,493.1869383575893,22503.62534690021,9.758320700459214,-6985962.780454696,87.85938363392808,375.67375192001157,10.23902252590333,84.53069094778772,934.7646159500864,-18.593448348598322,114.82888952088508,18.88489524574437,35.28826888486355,2.1163436859062963,-17221507.609869666,3.4714720813543822,3.0846022317077284,-20.9145027058335,1671.5277636089554,376040.9432601389,320.5896941029566,156.93693206417655,1.959306037637692,298457.8092936577,89.29010628889665,3.7464390805838415,-577133.0574580902,6444.786858373574,135.42298812049088,49.43250688705235,2.941057711863634,805.0840546360846,10863.629213181572,235.8984109048082,29.97401826673301,108.23581238458195,75.8083599022669,6.821978459858324,9.525548389055187,264.6087422947358,36.265466008479116,1.9022758533704172,106.26284340791806,45.596816440746814,fnsz
41.342602704653956,571.0597565489035,28668.620979635136,9.509002814171447,-9091890.148354456,95.99504552863358,340.7149384190337,8.472640761563394,90.54609540099608,991.4639325368013,-22.16593184828945,120.37945727822377,19.49183894268413,34.973258757377074,2.06533758235165,-13019004.77029194,3.4190914931686933,3.402701308551947,-22.96981129421601,1780.766334719252,381057.4498579682,378.049584767578,161.50056969335998,1.9169039123435077,671035.8989250929,94.60531206320795,3.660118443036249,-472254.8139187296,7177.3157743945385,137.41245892380618,52.051612903225816,2.857494534050812,1789.354890161712,22599.51074167925,259.28445725207933,28.628200134783555,109.82265774288004,86.50568485479613,6.477111614907472,9.895299488622094,262.9999059053843,38.707221348701026,1.765771356822581,111.12180612780108,47.443759668953454,fnsz
28.330476128496514,639.8811970362668,21907.310057010887,9.032040161455473,-2433236.1777700256,86.88118574915045,415.39137684019994,6.1565063500901385,61.56603121649224,1073.9829099324172,-17.500768894660013,147.27978844131138,20.24911657617129,22.81157892491073,1.983235772867544,-20614779.70046512,3.214773144408632,3.6336294799350912,-24.134579695689546,1996.037894667384,559259.3475948196,412.54671153912125,177.40269866840472,1.8118744293941864,326130.3463122609,107.51878825471545,3.5025277181681065,-299978.81312514783,8723.903920971501,63.14820723857952,31.029787234042555,3.0275530872312504,869.4710933446823,19030.389377493768,307.73730602762083,25.336657996539273,128.1832317563422,86.51931335566391,5.132309178031299,8.907462758158271,304.6359929181499,39.771884395688424,1.7980754568646224,116.1925554023113,51.3343103195537,cpsz
31.566392221963852,598.2019280835552,28273.349366481787,10.495362528503664,-7510699.83333419,104.95128315698193,388.8938347977972,7.248137459524858,71.16029451168889,1256.151742357108,-27.602336851594853,326.2008582195692,23.95272822700231,23.498449261093267,2.0615421706084054,-19267292.6969488,3.2950799868771425,2.988804483882072,-28.332023622343996,1924.8500080499014,552443.176947882,502.31804628011287,195.53277017843968,1.8135232087333504,428233.70259381435,112.23199192474371,3.442939642928505,-751622.7576000291,10582.710460969163,203.0643862301455,51.222591362126245,2.9453154186503987,1087.6345235424678,21798.43871740665,305.2711672069622,39.3761067587594,124.2130824416137,102.44646390720007,8.479797365282039,13.374161985086554,318.8236107505784,41.10921355882386,1.8112312627102956,146.3558939537102,57.12908395687563,cpsz
20.558886160911218,584.5912495097431,18521.526617063017,8.725272211316211,-1953563.1143112585,84.1185184274485,381.7005596007771,4.420376998389751,45.574006966986474,847.1515434263109,-18.389849631543232,138.69534313344747,21.152082361835145,12.432951956792655,2.0376039027485433,-16618302.482110932,3.1561946360134048,3.16760207724244,-23.001037164715303,1631.7796177843131,360123.2279621966,333.5660694759194,176.53053390567632,1.7823881251453348,377207.30857606005,98.43968886425142,3.2458530176259504,-187151.66770559587,10429.734118686874,62.8200473623964,29.836734693877553,2.9036613582661293,731.9422098736226,16597.745277086848,295.85617329783736,25.734313014962954,129.81917919946198,90.14503673679896,4.861599743752186,8.082926866312683,331.40078818911593,36.365531671547814,1.8066398528677987,95.65190516380794,51.3732613625931,fnsz
21.970264113015624,637.9043576223114,24263.374396246192,9.698703020531743,-32885485.3497162,87.55234377350071,426.8260741002302,9.573705005879606,52.51967164512642,1121.5236662708633,-27.570486110596498,599.6716466098261,22.10594131128769,14.97917911456316,1.9607060261038705,-29775392.467302725,3.1564049573500315,3.267942322118537,-26.286462789261087,1913.3696532218646,779869.3905515819,492.21384394623016,203.5466179869674,1.7890562333439726,1957326.3736555048,118.03139182780542,3.2564584989895087,-54668356.08012438,10459.2684187326,79.75563102145028,42.9190031152648,2.954793028999402,1218.3459661151524,22919.85987125061,330.5559889037918,30.866331739603087,136.57920044946496,109.5514770951896,182.05613004623504,273.7333104810459,355.84225936847963,40.13780670998409,1.7577291101028325,117.14047780544857,58.784268578692895,fnsz
21.689919858671566,609.9314282074863,14314.09850841382,9.832633322792985,-2041658.3997075076,74.87550420474794,409.6840155157685,5.285147529011459,47.41825623801366,716.414372972265,-17.129835467133447,91.45225047345265,17.054476917554425,16.20276702914536,2.0320064436002903,-20178105.96186935,3.3885320069269804,3.6238311429425067,-20.321620691257106,1720.1509587458572,588068.153372559,356.68407799331527,147.06045906363917,1.8667590182636535,345181.9924888775,86.1483993778793,3.444167347294014,-229421.2360066928,6405.276910678707,55.160106058046,40.14634146341464,2.9183267942927764,1382.5493098231086,14958.585086871015,271.47315381740293,25.541144104031684,126.04150156728309,76.39455976314845,3.8954664755635218,6.8741506071883975,272.1671567837498,38.27664265997291,1.6688822437679025,99.9694423867152,42.85679734971308,fnsz
34.744266244189575,651.7544623145409,22702.176393478818,8.853028345283981,-5780737.202863215,89.90075256916559,410.73306174158284,8.666738748246326,76.11411524372431,867.8754083656117,-18.33242052386269,112.25640365824437,19.664664311188066,28.24643417639705,2.0616267791532747,-20410658.510566067,3.3730719439750936,3.6235649597009023,-22.361246359232712,1717.146447658356,429629.1078130268,359.3786501561682,177.7123366234184,1.901319979659672,347120.60815042054,105.79985351054536,3.621441706005856,-405518.4988017457,8830.022376676085,78.51161327357491,49.91525423728814,2.9393231157052786,651.5988574772953,15515.85537945484,292.74982429004183,33.88863913514849,131.21619126686696,92.72694111502148,5.9222931239875205,10.431249713715358,311.716807883202,38.563880910614465,1.9003107225684897,110.73769896225727,51.85576484187264,fnsz
21.512500603758717,652.9489788829012,22249.558218619262,10.30784072555599,-2723481.722913661,91.73858479110662,415.06927159453636,5.456683691016224,50.39669635906875,1027.277900356584,-20.445517280112234,214.1672972455352,21.154338640811922,12.988189169726036,2.038046924428599,-22221057.569862165,3.2479909992401548,3.3387194952219708,-25.484187934864455,1813.7715835809195,415537.0480386757,403.99425163407454,188.68309455964993,1.8051836858057613,402548.2656489284,111.18353101367396,3.3284646339877986,-481159.9685538783,9509.382731835332,98.17145400980725,37.95555555555556,2.9881790087818265,869.2406767522859,19054.83929548995,312.4420715611556,31.682026717552496,141.81764566152853,96.53446260387115,6.166419741717935,10.578141142520415,349.7897310261245,38.56482716653545,1.8266800838319028,122.02911606894169,55.27870723572546,cpsz
17.30032119615234,545.1294910921202,16910.74992202971,8.352610468301503,-1220124.8011685952,80.85908123807292,354.97586278030127,4.0277769984774325,40.33170365467917,814.083997632975,-18.062796117535495,171.75226434057504,22.175380379532903,7.906264099969238,2.003162945895097,-13843610.580116564,3.1961576523626545,3.0311761303924034,-24.323237746168623,1411.763815642553,262850.14013522427,268.12962792732714,172.8298911494229,1.7040116561618668,315473.16181063186,100.58652295931957,3.2246391699494565,-156447.00842111267,8031.248886904666,60.598415962415714,25.625,2.91079932052401,933.5802075279499,14545.924085850436,281.5660802553859,27.183357117504066,112.34198746144487,94.84802159300844,4.409443338252557,7.071840282630477,297.9021857390078,31.365989695938573,1.7583658031509894,109.23296739476244,50.6081274166896,fnsz
